AffyID	Symbol	C_0	C_0.5	C_2	C_4
205981_s_at	ING1L	46.4	55.87	45.87	54.13
203989_x_at	F2R	64.2	47.8	40	41.13
209623_at	MCCC2	352.57	335.33	349.37	346.73
218807_at	VAV3	40	44.83	41.57	43.83
204580_at	MMP12	97.23	92.93	92.13	146.13
205433_at	BCHE	40	40	40	40
205130_at	RAGE	76.87	67.87	73.63	74.53
38241_at	BTN3A3	40	40	40	40
203652_at	MAP3K11	138.67	138.03	168.07	127.8
204847_at	ZNF-U69274	89.23	84.33	85.33	172.33
209682_at	CBLB	75.57	66.67	55.03	54.6
31861_at	IGHMBP2	235.6	224.97	294.6	166.67
204275_at	SOLH	109.93	102.03	123.3	80.97
204201_s_at	PTPN13	66.93	60.23	52.6	55.63
203739_at	ZNF217	70.4	51.03	72.8	57.37
209782_s_at	DBP	67.07	46.83	46.47	51.2
219027_s_at	MYO9A	82.9	72.9	79.73	65.57
218767_at	XPMC2H	106.17	92.87	51.2	70.73
219028_at	HIPK2	44.67	42.67	40	41.53
206777_s_at	CRYBB2	94.97	93.03	84.87	67.83
206656_s_at	C20orf3	662.9	674.1	752.57	651.5
204485_s_at	TOM1L1	179.1	161.57	181.53	216.33
205167_s_at	CDC25C	193.37	227.5	209.37	165.07
209758_s_at	MAGP2	40	40	41.67	40
203983_at	TSNAX	235.2	240.67	191.7	322.1
35617_at	MAPK7	124.9	135.6	137.73	123.6
218849_s_at	RAI	87.13	65	81	69.2
222103_at	ATF1	82.87	94.53	58.87	145.17
220955_x_at	RAB23	76	60.13	57.9	73.87
204603_at	EXO1	192.17	161.43	173.83	246.67
33736_at	STOML1	47.67	48.37	48.13	40.93
219105_x_at	ORC6L	246.33	258.93	211.1	337.1
204897_at	PTGER4	139.83	146.97	156.87	197.87
209642_at	BUB1	159.4	150.5	141.47	110.1
32042_at	COVA1	41.4	43.17	40	40
204703_at	TG737	114.23	99.2	94.8	97.87
204647_at	HOMER3	46.4	49.43	58.4	46.1
219205_at	SRR	136.17	156.13	130.1	124.73
203882_at	ISGF3G	49.03	48.93	61.07	57.9
204243_at	RLF	104.27	106.3	114.27	119.8
219515_at	PRDM10	87.87	95.43	91.5	103
219960_s_at	UCHL5	141	158.97	145.43	161.27
205769_at	SLC27A2	52.13	52.13	43.6	45.03
204732_s_at	ARFD1	52.47	52.17	52.93	63.8
209781_s_at	KHDRBS3	98.07	68.1	81.03	81
65884_at	MAN1B1	101	93.4	103.2	74.77
213698_at	ZNF258	114.47	99.77	89.03	112.3
203676_at	GNS	66.77	58.3	78.5	55.9
212983_at	HRAS	516.1	490.8	571.33	406.97
207877_s_at	NVL	117.2	110.77	112.93	125.53
218996_at	TFPT	187.23	167.87	194.6	151.23
212990_at	SYNJ1	54.93	57.93	42.97	72
218927_s_at	C4S-2	153.97	166.27	160.47	144.27
204206_at	MNT	174.47	174.13	155.23	150
204742_s_at	APRIN	40.53	42.9	40.1	42.43
204344_s_at	SEC23A	74.93	63.77	72.57	45.27
210837_s_at	PDE4D	40	40	40	40
209585_s_at	MINPP1	133.77	155.97	120.4	167
218941_at	FBXW2	90.97	95.5	110.53	89.63
37966_at	PARVB	87.07	73.97	94.8	77.97
37965_at	PARVB	139.6	136.67	142.6	130.77
210148_at	HIPK3	40	40	40	40
204496_at	STRN3	43.77	49.2	40	51.33
214705_at	INADL	40	40	40	40
209565_at	ZNF183	95.73	96.87	75.57	109.37
204297_at	PIK3C3	186.63	210.5	184.63	230.1
35666_at	SEMA3F	99.8	94.57	119.63	66.73
218882_s_at	WDR3	128.7	132.07	106.4	143.3
218830_at	RPL26L1	474.13	499.73	415.73	503.67
220081_x_at	HSD17B7	220.43	231.53	196.17	199.17
205176_s_at	ITGB3BP	405.63	420.17	360.83	459.23
41037_at	TEAD4	65.33	57.93	58.33	55.13
204641_at	NEK2	217.7	247.67	188.5	181.67
204533_at	CXCL10	43.27	40	40.27	55.13
204258_at	CHD1	194.97	183.57	209.83	237.03
204478_s_at	RABIF	165.9	160.63	155.4	154.17
206550_s_at	NUP155	142.2	149.67	151.7	166.6
212894_at	SUPV3L1	160.83	171.73	181.63	209.3
204247_s_at	CDK5	162.37	155.07	182.13	121.23
207016_s_at	ALDH1A2	250.87	269.27	222.7	242.27
209925_at	OCLN	41.77	40	40	40
217080_s_at	HOMER2	159.13	151.9	167.1	147.33
218845_at	MKPX	150.87	135.43	159	174.43
204352_at	TRAF5	87.67	74.8	86.77	76.53
213194_at	ROBO1	165.83	162.47	127.4	167.47
204873_at	PEX1	40	40	40	40
216331_at	ITGA7	53.2	50.57	62.17	40.83
216305_s_at	C2orf3	111.1	94.1	93.1	118.67
204693_at	CDC42EP1	104.4	103.1	114.13	125.57
204916_at	RAMP1	40	41.97	43	44.37
203997_at	PTPN3	114	98.47	97.37	108.77
218911_at	GAS41	47.83	64.6	47.3	50.2
205596_s_at	SMURF2	129.6	135.63	101.5	147.77
204955_at	SRPX	72.27	75.5	57	65.73
204725_s_at	NCK1	52.47	50.73	48.63	65.93
38157_at	DOM3Z	164.23	183.2	197.6	212.03
219080_s_at	CTPS2	144.07	131.73	128.47	104.7
204523_at	ZNF140	58.07	56.77	58.47	80.3
204203_at	CEBPG	89.07	111.77	121.67	140.17
218926_at	MYNN	57.43	67.83	50.87	88.93
204624_at	ATP7B	115.07	108.53	102.73	105.27
205626_s_at	CALB1	40	40	40	40
204709_s_at	KIF23	69.4	71.47	52.3	63.27
204531_s_at	BRCA1	185.4	182.03	135.5	188.3
221563_at	DUSP10	100.37	91.13	162.27	170.47
204286_s_at	PMAIP1	685.37	511.9	640	688.2
221571_at	TRAF3	80.07	90.03	140.77	141.47
221632_s_at	WDR4	47.33	43	55.4	53.5
213030_s_at	PLXNA2	43.3	42.87	46.2	40
205034_at	CCNE2	98.3	85.2	91.23	161.07
204512_at	HIVEP1	61.17	62.97	61.33	107.57
204849_at	TCFL5	149.97	146.53	144.27	142.53
205060_at	PARG	161.5	151.33	122.47	188.97
205351_at	GGCX	83.2	86.57	95.87	73.53
204559_s_at	LSM7	289.9	288.5	253	194.23
33767_at	NEFH	40	40	40	40
204497_at	ADCY9	119.03	107.43	106.57	85.57
204604_at	PFTK1	130.73	120.53	112.6	114.27
205042_at	GNE	141.8	158.37	158.73	175.5
204632_at	RPS6KA4	134	95.27	133	80.07
204340_at	CXorf12	92.97	88.63	84.87	63.2
215460_x_at	BRD1	174.77	139.93	179.5	193.73
204211_x_at	PRKR	114.77	120.67	140.33	101.7
219185_at	SIRT5	78.7	71.67	58.77	51.1
204780_s_at	TNFRSF6	53.5	53.27	51.9	70.07
213708_s_at	TCFL4	215.87	214.1	234.4	239.5
49878_at	PEX16	235.07	228.1	234.63	182.93
209716_at	CSF1	58.1	49.07	69.17	62.97
218877_s_at	MDS024	157.27	187.27	123.93	266.5
209725_at	DRIM	111.67	97.83	118.37	90.07
210058_at	MAPK13	101	99.77	109.8	78.73
204367_at	SP2	125.87	133.4	135.67	140.77
204459_at	CSTF2	178.4	154.87	140.27	169.87
213164_at	SLC5A3	149.57	144.87	136.07	155.87
204915_s_at	SOX11	126.43	133.07	165.7	145.5
204766_s_at	NUDT1	117.4	132.93	129.33	106.5
207513_s_at	ZNF189	110.37	101.03	98.2	131.63
204771_s_at	TTF1	295.87	313.13	275.57	359.73
38918_at	SOX13	60.27	52.13	52.57	44.87
204749_at	NAP1L3	106.57	106.87	92.27	98.2
213249_at	FBXL7	185.5	191.03	198.37	156.87
36004_at	IKBKG	211.5	152.4	241.77	180.6
204859_s_at	APAF1	75.63	83.73	70.03	70.93
218854_at	SART2	223.13	230.67	202.57	224.97
215983_s_at	D8S2298E	108.3	119.97	117.87	117.47
204510_at	CDC7L1	252.93	300.33	253.7	333.83
218755_at	KIF20A	257.87	259.17	230.3	118.1
205070_at	ING3	184.87	176.2	166.83	192.57
210240_s_at	CDKN2D	63.77	44.53	42.1	46.97
204434_at	SPATA2	65.7	68.87	76.47	75.73
209795_at	CD69	40	40	40	45.7
210367_s_at	PTGES	49.23	40.43	62.9	49.07
204279_at	PSMB9	40	40	40	40
215938_s_at	PLA2G6	44.37	41.17	45.93	46.7
204813_at	MAPK10	51.57	58.6	62.77	49.8
219036_at	BITE	54.3	66.07	49.93	59.9
218645_at	ZNF277	61.67	54.43	49	62.03
204190_at	D13S106E	80.33	75.1	79.8	81.5
219212_at	HSP70-4	264.03	278.67	310.8	377.43
204444_at	KIF11	231.17	220.2	210.57	193.17
207524_at	ST7	85.83	83.5	88.9	82.33
37950_at	PREP	91.07	96.07	101.87	66.27
204408_at	APEX2	94.6	91.53	121.93	95.93
206110_at	HIST1H3H	74.93	80.23	64.93	76.57
205517_at	GATA4	40	41.43	40.57	44.27
205452_at	PIGB	56.47	67.53	55	65.5
204506_at	PPP3R1	54.27	55.87	51.13	57.27
218748_s_at	SEC10L1	58.67	50.53	73.87	48.73
210266_s_at	TRIM33	250.67	214.03	173.5	318.77
209790_s_at	CASP6	71.9	65.27	70.23	52.37
218850_s_at	LIMD1	85.67	74.53	98.6	75.6
218629_at	SMO	88.2	106.93	129.9	93.87
213664_at	SLC1A1	44.5	43.2	42.53	40
204362_at	SCAP2	309.07	310.73	205.57	287.7
204129_at	BCL9	59.7	64.33	57.7	50.33
204176_at	AB026190	40	41.8	40	40.83
204797_s_at	EML1	107.43	109.67	86.67	102.9
210033_s_at	SPAG6	41.03	41.77	42.33	40
219664_s_at	DECR2	81.77	104.97	119.57	75.7
206502_s_at	INSM1	40	40.27	40	40
204136_at	COL7A1	42.77	41.13	40	43.37
204605_at	CGR19	90.27	91.6	92.87	109.4
209903_s_at	ATR	125.07	134.6	117.93	158.87
209765_at	ADAM19	67.77	53.87	58	66.33
204423_at	MKLN1	40.67	42.57	40	42.7
204906_at	RPS6KA2	101.07	100.77	123.87	94.67
205100_at	GFPT2	50.73	52.67	54.97	70.5
218909_at	RPS6KC1	107.17	128.4	107.23	106.03
209674_at	CRY1	95.37	108	64.57	111.4
209956_s_at	CAMK2B	40.2	41.77	40	40
205229_s_at	COCH	304.8	363.13	332.87	409.1
218795_at	ACP6	234.93	218.2	216.47	179.67
204788_s_at	PPOX	123.37	108.23	100.9	87.3
56197_at	PLSCR3	276.63	314.1	376.6	224.07
219165_at	PDLIM2	75.1	70.73	67.43	53.87
204505_s_at	EPB49	60.3	61.43	91.33	49.87
205404_at	HSD11B1	40	40	42.73	40
205241_at	SCO2	137.53	136.13	129.23	155.63
204451_at	FZD1	67.97	74.2	57.6	50.37
209825_s_at	UMPK	209.5	231.33	214.13	176.33
204295_at	SURF1	374.67	442.4	405.03	396.2
205413_at	C11orf8	40.97	42.53	40.47	45.13
219025_at	TEM1	48.67	40	43.07	42.63
204675_at	SRD5A1	41.8	42.7	41.4	40.6
204775_at	CHAF1B	157.6	205.9	185.93	214
204966_at	BAI2	59.8	58.33	72.77	54.67
204449_at	PDCL	45.4	52.67	40	54.23
204962_s_at	CENPA	216.7	225.27	140.77	132.8
219307_at	LOC57107	69.4	86.53	59.8	75.2
40359_at	C11orf13	274.5	239.93	296.23	233.6
35820_at	GM2A	77.57	81.23	71.53	57.37
33646_g_at	GM2A	40	44.83	43.57	40
36566_at	CTNS	112.43	100.5	80.33	81.6
214610_at	---	40	40	40	40
320_at	PEX6	40.8	40.23	43.13	40
205482_x_at	SNX15	109.7	122.77	95.97	102.17
207387_s_at	GK	44.87	47.7	54.67	49.6
205011_at	LOH11CR2A	59.93	59.4	65.43	62.27
205035_at	CTDP1	59.43	67.27	79.4	62.53
204454_at	LDOC1	367.1	353.63	395.33	284.9
209715_at	CBX5	97.33	76.4	86.77	90.73
218983_at	LOC51279	42.2	40.93	40	40
209764_at	---	45.07	50.3	42.5	52.67
219197_s_at	SCUBE2	56.97	47.33	57.03	55.47
205231_s_at	EPM2A	55.9	49.63	50.67	69.43
205053_at	PRIM1	338.77	360.47	341.37	402.3
216091_s_at	BTRC	56.87	53.47	46.27	42.27
219099_at	C12orf5	145.33	155.33	134.6	182.23
205771_s_at	AKAP7	83.67	87.77	86.9	93.1
204695_at	CDC25A	170.2	157.73	198.67	205.1
36742_at	TRIM15	40	40	50.97	40
219977_at	AIPL1	40.2	40.07	40	40.7
204407_at	TTF2	47.8	40.4	40.07	41.2
37433_at	MIZ1	40	40	40	40
219125_s_at	LOC55974	88.03	67.7	49.93	54.87
205126_at	VRK2	113.07	117.33	100.33	135.03
218878_s_at	SIRT1	165.73	144.63	146.67	210.43
204690_at	STX8	270.4	297.53	236.8	287.67
219017_at	EKI1	57.83	63.7	45.73	73.8
209837_at	AP4M1	77.13	54.4	78.2	65.7
218866_s_at	POLR3K	294.43	263.93	321.6	316.8
2028_s_at	E2F1	134.03	105.23	121.43	131.1
213081_at	ZNF297	81.37	80.23	120.53	67.93
219115_s_at	IL20RA	40	40	40	40
218959_at	HOXC10	113.8	93.1	80.87	75.83
219380_x_at	POLH	40	40	40	40
219304_s_at	SCDGF-B	118.03	118.67	111.3	100.43
220668_s_at	DNMT3B	103.8	102.03	97.17	83.87
219671_at	HPCAL4	40	40	46.4	43.2
210017_at	MALT1	43.3	46.43	40	52.43
35626_at	SGSH	226.6	250.87	335.07	245.73
209946_at	VEGFC	40	40.97	40	40
204679_at	KCNK1	157.47	176.73	143.03	142.23
219148_at	TOPK	248.37	272.97	228.1	278.2
218826_at	HSNOV1	148.5	131.3	140.3	130.27
216862_s_at	MTCP1	221.17	237.93	223.3	232.17
205263_at	BCL10	106.37	111.73	104	153.7
205036_at	LSM6	109.6	108.4	102.57	151.53
205207_at	IL6	40	40	42.43	40
205170_at	STAT2	43.23	47.03	59.03	41.9
209737_at	AIP1	49.13	52.4	43.13	52.5
206335_at	GALNS	86.83	102.7	109.47	86.1
219079_at	b5+b5R	122.27	140.8	145	202.37
213110_s_at	COL4A5	205.03	227.3	208.07	192.9
204635_at	RPS6KA5	105.87	86.33	77.57	101.03
205407_at	RECK	40	40	40	40
204558_at	RAD54L	162.93	180.97	199.2	188.33
205474_at	CRLF3	238.53	237.43	200.47	297.87
336_at	---	79.4	69.6	93.77	66.33
205063_at	SIP1	40	40	40	40
209678_s_at	PRKCI	402.03	436.8	390.63	426.7
204875_s_at	GMDS	120.87	102.03	119.13	88.47
205289_at	BMP2	43.77	46.57	68.67	142.07
210002_at	GATA6	133.63	149.13	118.03	165.93
205709_s_at	CDS1	40.97	43.7	40.6	43.63
222201_s_at	CASP8AP2	228.5	171.1	172.6	291.67
213677_s_at	PMS1	150.03	141.1	106	136.27
205515_at	PRSS12	47	40	43.27	40
218988_at	BLOV1	124.43	133.27	145.73	150.57
204493_at	BID	90.13	88.6	80.67	88.87
214684_at	MEF2A	47.47	42.97	48.93	51.87
39548_at	NPAS2	40	40	40	40
205105_at	MAN2A1	114.5	94.77	99.97	129.27
37986_at	EPOR	40	40	40	40
396_f_at	EPOR	321.53	276.8	350.5	257.57
204719_at	ABCA8	40	40	40	40
205628_at	PRIM2A	69.27	58.33	48.77	59.13
221957_at	PDK3	170.67	144.33	172.63	136.5
219250_s_at	FLRT3	40	40	41.67	40.57
204893_s_at	MADHIP	159.33	158.9	172.17	125.43
219287_at	KCNMB4	76.53	79.7	60.43	71.23
207152_at	NTRK2	40.03	40.13	41.17	46.07
211106_at	SUPT3H	44.23	51.9	54	46.13
205712_at	PTPRD	47.27	45.67	52.97	44.5
209907_s_at	ITSN2	111.27	115.73	115.97	111.03
219281_at	MSRA	82.57	94	101.97	80.47
218875_s_at	FBXO5	215.73	207.33	168.8	274.6
205080_at	RARB	56.5	53.93	60.83	47.57
207813_s_at	FDXR	106.9	93.07	105.13	72.77
208250_s_at	DMBT1	47.63	44.87	51.37	48.3
205257_s_at	AMPH	176.47	169.07	185.77	147.73
219032_x_at	OPN3	41.4	40	40	40
37201_at	ITIH4	42.67	40	40	40
219295_s_at	PCOLCE2	40	40	40	40
206492_at	FHIT	49.63	43.93	47.17	41.47
209610_s_at	SLC1A4	140.1	134.4	120.7	135.73
205278_at	GAD1	49.97	50.1	49.4	48.5
210273_at	PCDH7	125.67	94.47	92.2	72
218869_at	MLYCD	76.1	100.73	98.73	85.87
218896_s_at	HSA277841	164.63	156.53	142.1	140.43
32094_at	CHST3	98	82.1	91.17	86.97
213436_at	CNR1	40	40	40	40
208223_s_at	ACVR1B	40	40	40	40
204646_at	DPYD	40	40	40	40
205110_s_at	FGF13	351.6	406.77	321.13	374.17
204774_at	EVI2A	40	40	40	40
35150_at	TNFRSF5	111.73	95.87	109.1	70.47
204983_s_at	GPC4	171.57	152.67	207.5	113.67
205255_x_at	TCF7	363.4	401.93	309.03	416.77
204921_at	GAS8	64.07	55.27	86	63.4
204682_at	LTBP2	54	56.97	57.67	57.87
34031_i_at	CCM1	91.8	76.27	70.77	76.63
213849_s_at	PPP2R2B	40	40	41.77	40
1494_f_at	CYP2A6	60.73	59.33	72.33	42.7
204993_at	GNAZ	117.3	98.97	110.03	108.17
205932_s_at	MSX1	113.57	134.3	175.37	263.77
208389_s_at	SLC1A2	40.3	40	40	40
213239_at	PIBF1	40	47.33	40	42.3
219179_at	DACT1	56.43	63.47	59.57	48.2
205469_s_at	IRF5	67.97	67.4	60.5	51.8
208384_s_at	MID2	117.97	116.33	149.53	122.17
207198_s_at	LIMS1	105.1	125.6	164.1	129.17
220494_s_at	C14orf117	67	90.63	81.27	111.4
219543_at	MAWBP	52.27	60.1	52.13	66.03
219274_at	NET-2	66.87	48.47	40.1	51.67
220160_s_at	KPTN	83.03	76.57	68.67	84.87
213342_at	YAP1	79.77	76.07	78.4	63.67
205850_s_at	GABRB3	40.23	40	42.6	41.37
204918_s_at	MLLT3	67.5	63.03	52.4	61.83
219229_at	SLC21A11	45.23	67.97	43.47	40
205260_s_at	ACYP1	101.6	97.83	85.2	101.87
221207_s_at	NBEA	56.33	56.13	62.4	53.87
219211_at	USP18	44.33	44.77	41.4	40
205072_s_at	XRCC4	40	40	40	40
204853_at	ORC2L	123.2	97.47	110	119.8
219076_s_at	PXMP2	366.03	336.67	343.8	301.93
210609_s_at	PIG3	141.5	144.27	132.87	114.8
40020_at	CELSR3	44.33	47.1	44.03	47.93
222104_x_at	GTF2H3	210.47	194.8	215.83	220.77
207158_at	APOBEC1	40.23	41.63	43	40
216299_s_at	XRCC3	67.43	50.6	58.17	53.5
219327_s_at	GPRC5C	65.77	76.43	75.3	65.57
205425_at	HIP1	40	40	40	40
204455_at	BPAG1	44.3	47.3	50.13	51.2
206177_s_at	ARG1	40	40	40	40
213262_at	SACS	113.93	121.9	100.87	149.87
209815_at	PTCH	183.7	178.33	106.27	100.37
204126_s_at	CDC45L	268.27	289.73	282	322.77
204831_at	---	53.57	50.23	42.63	49.13
216973_s_at	HOXB7	185.7	206.4	150.97	161.87
205555_s_at	MSX2	55.2	51.9	49.37	46.07
220865_s_at	TPT	141.43	142.3	152.97	180
204071_s_at	TP53BPL	81.6	61.17	54.97	85.23
204470_at	CXCL1	40	40	83.27	93.47
205408_at	MLLT10	74.13	74.2	71	53.7
204616_at	UCHL3	211.87	212.37	180.03	261.3
209951_s_at	MAP2K7	40.3	40	40.6	40.4
204517_at	PPIC	233.07	281.6	208.4	266.9
205189_s_at	FANCC	153.53	121.03	163.33	116.63
205904_at	MICA	105.3	121.23	101.9	109.93
204748_at	PTGS2	40	40	45.7	64
36475_at	GCAT	146.57	147.27	167.37	117.3
219216_at	ETAA16	44.53	46.97	40	43.87
205211_s_at	RIN1	78.83	60.7	68.93	72.13
213270_at	MPP2	63.23	69.2	74.8	56.67
205604_at	HOXD9	81.73	70.1	114.07	73.87
205235_s_at	MPHOSPH1	108.73	115.73	86.93	75.37
32137_at	JAG2	129.87	107.2	117.5	92
214369_s_at	RASGRP2	40	40	40	40
209884_s_at	SLC4A7	40	40	43.17	40
219351_at	SEDL	163.67	193.5	154.53	175.7
205415_s_at	MJD	40	40	40	40
33307_at	CGI-96	127.63	117.67	137.6	99.9
218901_at	PLSCR4	40	42.47	40	40
205529_s_at	CBFA2T1	77.17	74.97	46.47	48.5
205048_s_at	PSPHL	40.17	40	40.67	40
204956_at	MTAP	40	40	40	40
205181_at	ZNF193	89.37	74.6	102	90.93
219645_at	CASQ1	40	40	40	40
204828_at	RAD9	190.7	136.63	182.23	150.2
220951_s_at	ACF	57.83	70.23	81.37	58.4
38158_at	ESPL1	420.03	389.27	413.13	330.03
216960_s_at	ZNF133	95.23	86.73	105.27	90.83
204970_s_at	MAFG	95.07	104.17	126.2	152.8
205031_at	EFNB3	158.8	164.3	159.5	155.13
204822_at	TTK	388.2	387.07	291.8	289.67
205575_at	CRF	154	112.13	143.33	105
205393_s_at	CHEK1	45.8	40	40	54.37
204634_at	NEK4	67.6	63.1	49.2	77
47571_at	ZNF236	92.87	103.7	95.8	83.6
204369_at	PIK3CA	106.4	78.73	89.8	96.43
50965_at	RAB26	91.5	92.9	69.1	53.93
204404_at	SLC12A2	258.97	234.37	274.6	204.27
218966_at	MYO5C	380	348.3	362.3	347.1
205090_s_at	APAA	60.53	60.7	75.8	50.13
204735_at	PDE4A	79.47	65.7	83	47.6
204807_at	TMEM5	40	40	40	40.93
214651_s_at	HOXA9	372.33	395.67	310.7	324.1
204706_at	PPI5PIV	145.4	163.4	189.93	144.37
204759_at	CHC1L	66.63	59.97	44	53.83
205348_s_at	DNCI1	83.93	88.53	78.43	68.3
205016_at	TGFA	40	40	42.17	40
205085_at	ORC1L	52.93	44.43	59.8	52.07
219110_at	NOLA1	161.83	136.57	133.2	123.2
204689_at	HHEX	53.17	64.17	53.33	69.97
204651_at	---	80.13	80.13	76.2	93.23
206790_s_at	NDUFB1	892.1	904.93	747.67	831.63
205463_s_at	PDGFA	43.3	53.97	49.03	61.1
206405_x_at	USP6	144.9	112.3	98.27	105
205554_s_at	DNASE1L3	40	40	40	40
220205_at	TPTE	40	40	40	40
209833_at	CRADD	136.33	135.4	150.73	98.97
219264_s_at	PR48	69.07	57.8	78.37	53.87
209798_at	NPAT	157.03	208.27	167.33	230.53
205116_at	LAMA2	40	40	40	40
204453_at	ZNF84	57.43	55.83	58.3	102.3
204969_s_at	RDX	43.57	43.7	42.97	40
205803_s_at	TRPC1	52.83	57.03	43.1	44
205612_at	MMRN	40	40	40	40
34449_at	CASP2	45.33	45	48.63	47.8
219317_at	POLI	56.17	55.5	47.37	61
206092_x_at	TNFRSF6B	55.53	61.37	75.3	57.2
204880_at	MGMT	60.63	70.73	61.47	55.17
210074_at	CTSL2	292.97	280.8	309.27	257.73
205476_at	CCL20	40	40	41.93	310.53
204630_s_at	GOSR1	316.07	356.47	345.57	394
205062_x_at	RBBP1	40	40.47	40	45.83
206857_s_at	FKBP1B	233.5	221.03	197.37	208.67
207629_s_at	ARHGEF2	128.03	103.87	123.37	92.83
36711_at	MAFF	40	40	44.13	53.4
204820_s_at	BTN3A3	117.3	95.87	95.23	61.2
205184_at	GNG4	161.2	149.13	163.53	149.7
204944_at	PTPRG	40	40	40	40
204887_s_at	STK18	114.2	120.07	115.8	99.73
205158_at	RNASE4	42.93	40	40	40
205526_s_at	KATNA1	262.77	285.83	271.4	337.03
209911_x_at	HIST1H2BD	199.13	196.17	194.7	167.97
205471_s_at	DACH	66.47	78.03	81.63	48.87
211004_s_at	ALDH3B1	57.1	52.83	52.77	57.4
210004_at	OLR1	40	40	40	40
219737_s_at	PCDH9	166.9	166.27	167.97	150.37
209938_at	TADA2L	47.07	40.73	59.43	50.1
219119_at	LSM8	259.57	227.1	215.5	266.47
208033_s_at	ATBF1	89.67	52.67	72.9	42.63
213590_at	SLC16A5	40	40	40	40
205327_s_at	ACVR2	65.77	67.2	66.93	70.7
219257_s_at	SPHK1	77.13	66.2	83.8	61.03
205139_s_at	UST	157.43	133.57	132.9	127
204812_at	ZW10	201.73	207.23	200.9	189.33
90265_at	CENTA1	141.77	145.3	181.03	114.63
209945_s_at	GSK3B	136.07	166.7	141.4	142.8
219149_x_at	DBR1	52.13	40.73	40	40
204718_at	EPHB6	44.83	46.7	48.53	45.07
219183_s_at	PSCD4	44.2	40	48.93	46.07
205698_s_at	MAP2K6	73.9	77.4	72.67	51.77
206157_at	PTX3	40	40	40	83.2
205004_at	NRF	148.53	132.77	112.63	211.87
222113_s_at	EPS15R	75.63	75.4	73.57	71.2
205618_at	PRRG1	104.23	116.07	116.3	130.33
209943_at	FBXL4	40.57	40	40	45.97
221673_s_at	CSNK1G1	40	40	42.13	40
220132_s_at	LLT1	40	40	40	40
207153_s_at	FAP48	97.93	135.4	105	153.17
207845_s_at	APC10	51	43.33	40	56.03
204566_at	PPM1D	246.47	254.27	281.87	344.03
214697_s_at	ROD1	40	40	40	40.1
219565_at	CYP-M	40	40	42.3	42.9
205446_s_at	ATF2	50.13	43.37	57	52.77
205245_at	PARD6A	66	59.83	87.63	71.03
219510_at	POLQ	127.57	124.13	106.53	144.63
205026_at	STAT5B	52.2	45.87	57	52.77
205013_s_at	ADORA2A	40	40	40.43	40
208079_s_at	STK6	526	473.5	288.83	245.57
205248_at	C21orf5	40.93	40	42.67	43.17
205052_at	AUH	102.9	110.13	75.47	93.57
213654_at	TAF5L	207.27	191.73	207.87	190.33
205178_s_at	RBBP6	104.43	124.47	91.67	115.5
205240_at	LGN	63.37	59.77	60.27	40
205917_at	---	185.47	183.7	210.47	241.5
221139_s_at	CSAD	48.27	55.27	42.1	40
205806_at	ROM1	40	40	46.43	40
205588_s_at	FOP	123.17	120.33	110.83	113.73
205182_s_at	ZF5128	167.77	125.3	167.1	142.8
204824_at	ENDOG	89.73	92.27	105.8	77.93
205590_at	RASGRP1	40	40	40	40
209882_at	RIT1	81.67	80.17	68.77	74.67
204994_at	MX2	40.67	41.2	46.33	48.43
219373_at	DPM3	119.8	142.5	103.03	102.43
213622_at	COL9A2	44.7	44.13	54.6	45.67
205367_at	APS	202.83	114.27	143.13	121.77
204977_at	DDX10	215.07	228.77	193.5	224.83
204937_s_at	ZNF274	342.67	332.6	318.97	374.9
219187_at	FKBPL	96.43	77.47	82.27	56.97
34697_at	LRP6	49.5	40	40	40
205729_at	OSMR	47.23	41.5	43.4	43.43
205218_at	POLR3F	40	40.47	42.6	45.17
207233_s_at	MITF	53.97	52.63	40	40.97
205032_at	ITGA2	41.23	51.03	40.23	40
219370_at	REPRIMO	809.5	763.07	685.73	346.5
207776_s_at	CACNB2	40	43	41.33	41.73
219048_at	PIGN	95.37	60.1	93.37	84.43
205259_at	NR3C2	40	44.57	41.17	40
214435_x_at	RALA	98.43	94.6	66.37	87.5
206283_s_at	TAL1	40	40	40	40
204975_at	EMP2	226.2	228.57	226.8	226.4
61874_at	C9orf7	148.17	156.17	175.6	104.97
44673_at	SN	51.57	49.43	50	46.63
39966_at	CSPG5	88.87	103.73	84.5	102.73
219326_s_at	B3GNT1	59.23	47.93	60.83	58.33
37254_at	ZNF133	97.63	67.63	75.13	77.83
205291_at	IL2RB	71.77	59.5	72.5	74.53
204790_at	MADH7	168.43	193.23	137.37	171.4
219439_at	C1GALT1	51.77	44.63	42.8	57
219746_at	DPF3	65.37	50.43	64.23	54.73
37793_r_at	RAD51L3	85	75.67	89.1	68.67
204967_at	APXL	149.77	163.8	156.7	139.93
205094_at	PEX12	94.83	77.03	63.23	92.87
205201_at	GLI3	168.73	172.9	168.57	127.4
219282_s_at	TRPV2	40	40	40	40
205427_at	ZNF354A	43.27	49.23	41.5	61.13
219123_at	ZNF232	148.37	146.63	138.5	193.57
213880_at	GPR49	100.87	103.23	87.07	112.47
204909_at	DDX6	40	40	40	40
220500_s_at	RABL2A	94.17	70.37	94.3	68.57
205756_s_at	F8	49.17	47.47	58.37	47.4
205540_s_at	RAGB	40	40	40	40.63
204980_at	CLOCK	132.7	133.97	87.6	128.47
