	chrom	start	end	gid	gname	tid	strand	biotype	byname.uniq	bygid.uniq
178570	chr3L	146433	149056	FBgn0035099	CG6845	FBtr0273351	+	protein_coding	FALSE	FALSE
141528	chr3L	18862438	18863157	FBgn0036820	CG6852	FBtr0075063	+	protein_coding	FALSE	FALSE
24164	chr3L	18857324	18858614	FBgn0036817	CG6865	FBtr0075060	+	protein_coding	FALSE	FALSE
70612	chrX	18673735	18675378	FBgn0030955	CG6891	FBtr0074632	+	protein_coding	FALSE	FALSE
46606	chr3R	10967565	10971193	FBgn0038293	CG6904	FBtr0083037	-	protein_coding	FALSE	FALSE
46618	chr3R	10967565	10972829	FBgn0038293	CG6904	FBtr0333276	-	protein_coding	FALSE	FALSE
46624	chr3R	10967565	10973121	FBgn0038293	CG6904	FBtr0083036	-	protein_coding	FALSE	FALSE
13505	chr3L	357851	361256	FBgn0035136	CG6905	FBtr0300727	-	protein_coding	FALSE	FALSE
15794	chr3L	12179058	12180960	FBgn0036262	CG6910	FBtr0290130	+	protein_coding	FALSE	FALSE
177388	chr3R	7570205	7575186	FBgn0037944	CG6923	FBtr0082432	-	protein_coding	FALSE	FALSE
177400	chr3R	7570205	7574747	FBgn0037944	CG6923	FBtr0082433	-	protein_coding	FALSE	FALSE
177405	chr3R	7570205	7575186	FBgn0037944	CG6923	FBtr0330169	-	protein_coding	FALSE	FALSE
47655	chr3L	11996255	12001151	FBgn0036240	CG6928	FBtr0076049	+	protein_coding	FALSE	FALSE
47662	chr3L	11997493	12001151	FBgn0036240	CG6928	FBtr0332709	+	protein_coding	FALSE	FALSE
47669	chr3L	11997493	12001151	FBgn0036240	CG6928	FBtr0076050	+	protein_coding	FALSE	FALSE
8123	chr3L	20211602	20213280	FBgn0036952	CG6933	FBtr0074855	-	protein_coding	FALSE	FALSE
8126	chr3L	20211602	20213281	FBgn0036952	CG6933	FBtr0074854	-	protein_coding	FALSE	FALSE
8129	chr3L	20211602	20213520	FBgn0036952	CG6933	FBtr0332694	-	protein_coding	FALSE	FALSE
8133	chr3L	20211602	20213520	FBgn0036952	CG6933	FBtr0310468	-	protein_coding	FALSE	FALSE
52212	chr3L	11978006	11983605	FBgn0036235	CG6938	FBtr0290131	+	protein_coding	FALSE	FALSE
71338	chr3R	7646103	7647724	FBgn0037955	CG6950	FBtr0082521	-	protein_coding	FALSE	FALSE
71341	chr3R	7646103	7647955	FBgn0037955	CG6950	FBtr0082522	-	protein_coding	FALSE	FALSE
71349	chr3R	7646103	7648142	FBgn0037955	CG6950	FBtr0082520	-	protein_coding	FALSE	FALSE
7853	chr3L	20234663	20238412	FBgn0036959	CG6951	FBtr0074829	+	protein_coding	FALSE	FALSE
113418	chr3R	18499891	18507898	FBgn0039000	CG6954	FBtr0306108	+	protein_coding	FALSE	FALSE
113439	chr3R	18492483	18507898	FBgn0039000	CG6954	FBtr0306110	+	protein_coding	FALSE	FALSE
113451	chr3R	18499891	18508401	FBgn0039000	CG6954	FBtr0084300	+	protein_coding	FALSE	FALSE
113462	chr3R	18492483	18507898	FBgn0039000	CG6954	FBtr0306109	+	protein_coding	FALSE	FALSE
176471	chr3R	7648424	7695183	FBgn0037956	CG6959	FBtr0082517	-	protein_coding	FALSE	FALSE
103714	chr2R	12950282	12954051	FBgn0034187	CG6967	FBtr0300277	+	protein_coding	FALSE	FALSE
174762	chr3L	20181622	20182879	FBgn0036945	CG6981	FBtr0074820	+	protein_coding	FALSE	FALSE
165662	chr3R	18552691	18558084	FBgn0039014	CG6982	FBtr0113268	+	protein_coding	FALSE	FALSE
116179	chr3L	20200634	20202249	FBgn0036950	CG6996	FBtr0302721	+	protein_coding	FALSE	FALSE
139804	chr3L	20203538	20205262	FBgn0036951	CG7017	FBtr0074856	-	protein_coding	FALSE	FALSE
9816	chr3L	207887	211457	FBgn0027587	CG7028	FBtr0072528	-	protein_coding	FALSE	FALSE
113703	chr3R	18607499	18619752	FBgn0039026	CG7029	FBtr0084312	+	protein_coding	FALSE	FALSE
113711	chr3R	18580395	18619752	FBgn0039026	CG7029	FBtr0310036	+	protein_coding	FALSE	FALSE
113719	chr3R	18580395	18619752	FBgn0039026	CG7029	FBtr0310039	+	protein_coding	FALSE	FALSE
113734	chr3R	18607499	18619752	FBgn0039026	CG7029	FBtr0310037	+	protein_coding	FALSE	FALSE
113742	chr3R	18576614	18619752	FBgn0039026	CG7029	FBtr0113270	+	protein_coding	FALSE	FALSE
113750	chr3R	18576618	18619752	FBgn0039026	CG7029	FBtr0310038	+	protein_coding	FALSE	FALSE
113759	chr3R	18580783	18619752	FBgn0039026	CG7029	FBtr0113271	+	protein_coding	FALSE	FALSE
147369	chr3R	18318881	18319468	FBgn0038979	CG7046	FBtr0084259	+	protein_coding	FALSE	FALSE
77049	chr3R	18312921	18313757	FBgn0038976	CG7048	FBtr0084257	+	protein_coding	FALSE	FALSE
88711	chrX	18700727	18706035	FBgn0030961	CG7058	FBtr0310342	+	protein_coding	FALSE	FALSE
44616	chr3R	18215702	18218084	FBgn0038957	CG7059	FBtr0084221	+	protein_coding	FALSE	FALSE
44626	chr3R	18216452	18218084	FBgn0038957	CG7059	FBtr0084220	+	protein_coding	FALSE	FALSE
15478	chr3R	18188696	18190306	FBgn0260467	CG7071	FBtr0084212	+	protein_coding	FALSE	FALSE
14310	chr3R	18125376	18130142	FBgn0038938	CG7084	FBtr0306028	+	protein_coding	FALSE	FALSE
14320	chr3R	18124939	18130142	FBgn0038938	CG7084	FBtr0321268	+	protein_coding	FALSE	FALSE
14331	chr3R	18125376	18130142	FBgn0038938	CG7084	FBtr0301190	+	protein_coding	FALSE	FALSE
33622	chr3L	8340641	8344824	FBgn0035879	CG7112	FBtr0076605	+	protein_coding	FALSE	FALSE
112533	chr2L	7821535	7825350	FBgn0027515	CG7115	FBtr0079523	+	protein_coding	FALSE	FALSE
112540	chr2L	7821535	7825350	FBgn0027515	CG7115	FBtr0331236	+	protein_coding	FALSE	FALSE
112554	chr2L	7821535	7825350	FBgn0027515	CG7115	FBtr0079524	+	protein_coding	FALSE	FALSE
112561	chr2L	7821151	7825350	FBgn0027515	CG7115	FBtr0331234	+	protein_coding	FALSE	FALSE
9968	chr3L	8391186	8395395	FBgn0035888	CG7120	FBtr0307378	+	protein_coding	FALSE	FALSE
9974	chr3L	8389100	8395395	FBgn0035888	CG7120	FBtr0332983	+	protein_coding	FALSE	FALSE
9980	chr3L	8391186	8395395	FBgn0035888	CG7120	FBtr0307377	+	protein_coding	FALSE	FALSE
29219	chr3L	22060344	22063538	FBgn0027532	CG7139	FBtr0078487	-	protein_coding	FALSE	FALSE
172783	chr3R	14065142	14067906	FBgn0038588	CG7156	FBtr0083606	-	protein_coding	FALSE	FALSE
21292	chr3L	21614493	21618747	FBgn0037107	CG7166	FBtr0333393	-	protein_coding	FALSE	FALSE
36511	chr3L	8303593	8308602	FBgn0035872	CG7185	FBtr0076710	-	protein_coding	FALSE	FALSE
118816	chrX	17991591	17994294	FBgn0030894	CG7192	FBtr0310272	-	protein_coding	FALSE	FALSE
118830	chrX	17991591	17993779	FBgn0030894	CG7192	FBtr0074528	-	protein_coding	FALSE	FALSE
71172	chr2L	7764301	7765716	FBgn0031944	CG7196	FBtr0079483	+	protein_coding	FALSE	FALSE
24173	chr3L	8283386	8288427	FBgn0035865	CG7201	FBtr0076716	-	protein_coding	FALSE	FALSE
190019	chrX	17982758	17984542	FBgn0030892	CG7206	FBtr0089576	-	protein_coding	FALSE	FALSE
27326	chr3R	14009378	14011113	FBgn0038575	CG7208	FBtr0083618	-	protein_coding	FALSE	FALSE
188273	chr3R	13992302	13992967	FBgn0038571	CG7215	FBtr0300247	-	protein_coding	FALSE	FALSE
116384	chr2R	6623178	6626116	FBgn0033544	CG7220	FBtr0088218	+	protein_coding	FALSE	FALSE
116390	chr2R	6620208	6626116	FBgn0033544	CG7220	FBtr0113064	+	protein_coding	FALSE	FALSE
116404	chr2R	6618861	6626116	FBgn0033544	CG7220	FBtr0088216	+	protein_coding	FALSE	FALSE
116411	chr2R	6619084	6626116	FBgn0033544	CG7220	FBtr0088217	+	protein_coding	FALSE	FALSE
47818	chr2L	7998934	7999676	FBgn0031971	CG7224	FBtr0079532	+	protein_coding	FALSE	FALSE
158689	chr2L	7994838	7997704	FBgn0031970	CG7227	FBtr0305574	-	protein_coding	FALSE	FALSE
99387	chr2L	7985275	7986785	FBgn0031968	CG7231	FBtr0300184	+	protein_coding	FALSE	FALSE
99398	chr2L	7985283	7986785	FBgn0031968	CG7231	FBtr0306336	+	protein_coding	FALSE	FALSE
99403	chr2L	7985283	7986785	FBgn0031968	CG7231	FBtr0079531	+	protein_coding	FALSE	FALSE
128771	chr2L	5711959	5713648	FBgn0031730	CG7236	FBtr0302950	+	protein_coding	FALSE	FALSE
31990	chr3L	15298561	15304295	FBgn0036493	CG7255	FBtr0110881	+	protein_coding	FALSE	FALSE
31998	chr3L	15298561	15304295	FBgn0036493	CG7255	FBtr0334105	+	protein_coding	FALSE	FALSE
32006	chr3L	15297355	15304295	FBgn0036493	CG7255	FBtr0100360	+	protein_coding	FALSE	FALSE
32016	chr3L	15297355	15304295	FBgn0036493	CG7255	FBtr0110880	+	protein_coding	FALSE	FALSE
132976	chr3L	11822477	11823944	FBgn0036214	CG7264	FBtr0332130	+	protein_coding	FALSE	FALSE
124414	chr3L	20197718	20199146	FBgn0036949	CG7290	FBtr0074858	-	protein_coding	FALSE	FALSE
71559	chr2L	10683767	10684407	FBgn0032282	CG7299	FBtr0080130	-	protein_coding	FALSE	FALSE
14815	chr2L	10695209	10698024	FBgn0032286	CG7300	FBtr0080125	-	protein_coding	FALSE	FALSE
61865	chr2L	13708215	13710583	FBgn0028848	CG7311	FBtr0310273	+	protein_coding	FALSE	FALSE
70296	chrX	18749973	18751484	FBgn0030968	CG7322	FBtr0310441	-	protein_coding	FALSE	FALSE
124803	chr3L	21331250	21336816	FBgn0037074	CG7324	FBtr0078404	-	protein_coding	FALSE	FALSE
68710	chrX	18755593	18757809	FBgn0030970	CG7326	FBtr0074653	-	protein_coding	FALSE	FALSE
76740	chr2L	10629352	10631053	FBgn0032271	CG7329	FBtr0080131	-	protein_coding	FALSE	FALSE
5304	chr3L	18142023	18146727	FBgn0036780	CG7330	FBtr0075127	+	protein_coding	FALSE	FALSE
19789	chr2L	1911742	1943818	FBgn0031374	CG7337	FBtr0333006	+	protein_coding	FALSE	FALSE
19810	chr2L	1911742	1943818	FBgn0031374	CG7337	FBtr0309828	+	protein_coding	FALSE	FALSE
19830	chr2L	1911742	1944289	FBgn0031374	CG7337	FBtr0113011	+	protein_coding	FALSE	FALSE
19849	chr2L	1927753	1943939	FBgn0031374	CG7337	FBtr0110882	+	protein_coding	FALSE	FALSE
19887	chr2L	1884622	1943461	FBgn0031374	CG7337	FBtr0113012	+	protein_coding	FALSE	FALSE
19907	chr2L	1884622	1943461	FBgn0031374	CG7337	FBtr0333007	+	protein_coding	FALSE	FALSE
19926	chr2L	1927753	1943947	FBgn0031374	CG7337	FBtr0110883	+	protein_coding	FALSE	FALSE
12171	chr3L	11641856	11642938	FBgn0036188	CG7339	FBtr0076107	+	protein_coding	FALSE	FALSE
6760	chr3L	18106059	18114103	FBgn0036777	CG7341	FBtr0075123	+	protein_coding	FALSE	FALSE
153346	chr3R	15429097	15432197	FBgn0038716	CG7342	FBtr0304745	+	protein_coding	FALSE	FALSE
106673	chr3R	4173441	4175018	FBgn0037581	CG7352	FBtr0081842	+	protein_coding	FALSE	FALSE
169886	chr3L	20117398	20119602	FBgn0036939	CG7365	FBtr0332700	-	protein_coding	FALSE	FALSE
141383	chr2L	8026914	8028379	FBgn0031976	CG7367	FBtr0301129	-	protein_coding	FALSE	FALSE
141394	chr2L	8026914	8039788	FBgn0031976	CG7367	FBtr0301128	-	protein_coding	FALSE	FALSE
110288	chr3L	11594531	11598474	FBgn0036179	CG7368	FBtr0307115	+	protein_coding	FALSE	FALSE
11050	chr3L	6167348	6171873	FBgn0035689	CG7376	FBtr0076998	+	protein_coding	FALSE	FALSE
144021	chrX	18794443	18803330	FBgn0030976	CG7378	FBtr0113004	+	protein_coding	FALSE	FALSE
139311	chr3R	8793497	8797849	FBgn0038098	CG7381	FBtr0082727	-	protein_coding	FALSE	FALSE
139333	chr3R	8793497	8800172	FBgn0038098	CG7381	FBtr0082726	-	protein_coding	FALSE	FALSE
139345	chr3R	8793497	8803193	FBgn0038098	CG7381	FBtr0301219	-	protein_coding	FALSE	FALSE
139357	chr3R	8793497	8797849	FBgn0038098	CG7381	FBtr0331429	-	protein_coding	FALSE	FALSE
5238	chr3L	11555773	11556631	FBgn0036173	CG7394	FBtr0076098	+	protein_coding	FALSE	FALSE
5242	chr3L	11555837	11556928	FBgn0036173	CG7394	FBtr0290024	+	protein_coding	FALSE	FALSE
5245	chr3L	11555773	11557412	FBgn0036173	CG7394	FBtr0305648	+	protein_coding	FALSE	FALSE
109296	chr3L	17872196	17875782	FBgn0036765	CG7408	FBtr0300282	+	protein_coding	FALSE	FALSE
109312	chr3L	17872196	17876753	FBgn0036765	CG7408	FBtr0075142	+	protein_coding	FALSE	FALSE
92107	chr3L	21818065	21820956	FBgn0037135	CG7414	FBtr0303247	+	protein_coding	FALSE	FALSE
92117	chr3L	21817840	21820956	FBgn0037135	CG7414	FBtr0078441	+	protein_coding	FALSE	FALSE
92122	chr3L	21818065	21820956	FBgn0037135	CG7414	FBtr0303246	+	protein_coding	FALSE	FALSE
173995	chr3L	15556527	15558372	FBgn0036510	CG7427	FBtr0306156	+	protein_coding	FALSE	FALSE
173999	chr3L	15556527	15558372	FBgn0036510	CG7427	FBtr0306155	+	protein_coding	FALSE	FALSE
174002	chr3L	15556527	15558372	FBgn0036510	CG7427	FBtr0306154	+	protein_coding	FALSE	FALSE
174006	chr3L	15556527	15558372	FBgn0036510	CG7427	FBtr0331934	+	protein_coding	FALSE	FALSE
141685	chr3L	17840136	17842472	FBgn0036762	CG7430	FBtr0331810	+	protein_coding	FALSE	FALSE
54116	chr3L	19991204	19993786	FBgn0036927	CG7433	FBtr0074908	-	protein_coding	FALSE	FALSE
54131	chr3L	19991204	19993462	FBgn0036927	CG7433	FBtr0074909	-	protein_coding	FALSE	FALSE
190149	chr3L	17842827	17845289	FBgn0036763	CG7441	FBtr0331811	+	protein_coding	FALSE	FALSE
4262	chr3L	21942925	21943951	FBgn0037143	CG7448	FBtr0078473	+	protein_coding	FALSE	FALSE
127014	chr3L	17733827	17735640	FBgn0036749	CG7460	FBtr0333692	+	protein_coding	FALSE	FALSE
185564	chr3L	21965102	21975888	FBgn0037146	CG7470	FBtr0078477	+	protein_coding	FALSE	FALSE
136351	chr3L	8124529	8130598	FBgn0035842	CG7504	FBtr0273368	-	protein_coding	FALSE	FALSE
34441	chr3L	17614924	17623580	FBgn0036741	CG7510	FBtr0075182	+	protein_coding	FALSE	FALSE
47745	chr3R	8823811	8833199	FBgn0038108	CG7518	FBtr0306257	+	protein_coding	FALSE	FALSE
47775	chr3R	8823811	8834126	FBgn0038108	CG7518	FBtr0301225	+	protein_coding	FALSE	FALSE
47790	chr3R	8823811	8833199	FBgn0038108	CG7518	FBtr0301223	+	protein_coding	FALSE	FALSE
47803	chr3R	8823811	8834126	FBgn0038108	CG7518	FBtr0301224	+	protein_coding	FALSE	FALSE
62189	chr3L	21486183	21487007	FBgn0037087	CG7519	FBtr0332711	+	protein_coding	FALSE	FALSE
129591	chr3R	10550482	10556996	FBgn0038256	CG7530	FBtr0083021	-	protein_coding	FALSE	FALSE
129598	chr3R	10550482	10554800	FBgn0038256	CG7530	FBtr0333277	-	protein_coding	FALSE	FALSE
129604	chr3R	10550482	10557231	FBgn0038256	CG7530	FBtr0083019	-	protein_coding	FALSE	FALSE
164061	chrX	17973030	17979495	FBgn0030890	CG7536	FBtr0074531	-	protein_coding	FALSE	FALSE
8321	chr2R	11035365	11037214	FBgn0033994	CG7544	FBtr0300324	+	protein_coding	FALSE	FALSE
58237	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0332143	+	protein_coding	FALSE	FALSE
58249	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0076791	+	protein_coding	FALSE	FALSE
58261	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0076792	+	protein_coding	FALSE	FALSE
58272	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0305073	+	protein_coding	FALSE	FALSE
58283	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0290026	+	protein_coding	FALSE	FALSE
58295	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0290025	+	protein_coding	FALSE	FALSE
58307	chr3L	7504086	7510416	FBgn0035793	CG7546	FBtr0332141	+	protein_coding	FALSE	FALSE
165469	chr3L	11438261	11439679	FBgn0036159	CG7557	FBtr0076175	+	protein_coding	FALSE	FALSE
13290	chr3L	17507398	17508984	FBgn0036734	CG7564	FBtr0075175	+	protein_coding	FALSE	FALSE
462	chr3R	25425019	25426584	FBgn0039673	CG7568	FBtr0330294	-	protein_coding	FALSE	FALSE
87604	chr3L	17468149	17468903	FBgn0036728	CG7580	FBtr0333691	+	protein_coding	FALSE	FALSE
87608	chr3L	17467861	17468903	FBgn0036728	CG7580	FBtr0075222	+	protein_coding	FALSE	FALSE
87617	chr3L	17467861	17468903	FBgn0036728	CG7580	FBtr0302510	+	protein_coding	FALSE	FALSE
127395	chr3R	25505963	25507763	FBgn0039681	CG7582	FBtr0085464	-	protein_coding	FALSE	FALSE
9732	chr3L	17463526	17467617	FBgn0036727	CG7589	FBtr0075221	+	protein_coding	FALSE	FALSE
163041	chr3R	25567694	25570814	FBgn0027518	CG7609	FBtr0330297	-	protein_coding	FALSE	FALSE
155216	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078364	+	protein_coding	FALSE	FALSE
155221	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078365	+	protein_coding	FALSE	FALSE
155226	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0301197	+	protein_coding	FALSE	FALSE
155230	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078363	+	protein_coding	FALSE	FALSE
155235	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078359	+	protein_coding	FALSE	FALSE
155240	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078366	+	protein_coding	FALSE	FALSE
155245	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078361	+	protein_coding	FALSE	FALSE
155250	chr3L	21516286	21521263	FBgn0037094	CG7611	FBtr0078362	+	protein_coding	FALSE	FALSE
4952	chr3L	11163174	11165511	FBgn0036142	CG7616	FBtr0331829	+	protein_coding	FALSE	FALSE
165964	chr2L	8355686	8362447	FBgn0032026	CG7627	FBtr0079608	-	protein_coding	FALSE	FALSE
174322	chr3L	21297797	21299298	FBgn0037071	CG7632	FBtr0321281	+	protein_coding	FALSE	FALSE
150693	chr3L	19987423	19989012	FBgn0036926	CG7646	FBtr0074900	+	protein_coding	FALSE	FALSE
89712	chr3L	15579180	15581275	FBgn0036516	CG7656	FBtr0301186	-	protein_coding	FALSE	FALSE
89716	chr3L	15578904	15581275	FBgn0036516	CG7656	FBtr0075592	-	protein_coding	FALSE	FALSE
89720	chr3L	15579154	15580967	FBgn0036516	CG7656	FBtr0300329	-	protein_coding	FALSE	FALSE
181130	chr3L	19995836	19997704	FBgn0036929	CG7668	FBtr0074904	+	protein_coding	FALSE	FALSE
59022	chr3R	14203842	14206897	FBgn0038610	CG7675	FBtr0083583	-	protein_coding	FALSE	FALSE
59026	chr3R	14203842	14206897	FBgn0038610	CG7675	FBtr0083581	-	protein_coding	FALSE	FALSE
116739	chr3R	14230662	14231724	FBgn0038619	CG7685	FBtr0333830	+	protein_coding	FALSE	FALSE
103816	chr3L	17346142	17351156	FBgn0036714	CG7692	FBtr0075215	+	protein_coding	FALSE	FALSE
34905	chr3R	14415716	14416448	FBgn0038627	CG7694	FBtr0290211	+	protein_coding	FALSE	FALSE
187190	chr3R	14495114	14500401	FBgn0038638	CG7702	FBtr0083664	+	protein_coding	FALSE	FALSE
3252	chr3R	14500376	14503278	FBgn0038639	CG7705	FBtr0083688	-	protein_coding	FALSE	FALSE
19410	chr3R	14506859	14511029	FBgn0038641	CG7708	FBtr0083669	+	protein_coding	FALSE	FALSE
106637	chr2R	6784719	6785390	FBgn0033570	CG7712	FBtr0088238	-	protein_coding	FALSE	FALSE
158572	chr3R	13620814	13622039	FBgn0038545	CG7713	FBtr0305007	+	protein_coding	FALSE	FALSE
158578	chr3R	13620788	13622039	FBgn0038545	CG7713	FBtr0083513	+	protein_coding	FALSE	FALSE
185346	chr3R	14584958	14618070	FBgn0038652	CG7720	FBtr0301201	-	protein_coding	FALSE	FALSE
185369	chr3R	14584958	14620876	FBgn0038652	CG7720	FBtr0301199	-	protein_coding	FALSE	FALSE
185381	chr3R	14584958	14619555	FBgn0038652	CG7720	FBtr0301200	-	protein_coding	FALSE	FALSE
185393	chr3R	14584958	14605297	FBgn0038652	CG7720	FBtr0083679	-	protein_coding	FALSE	FALSE
69955	chr2R	7191004	7193112	FBgn0033615	CG7741	FBtr0304676	+	protein_coding	FALSE	FALSE
23646	chr3L	19903403	19905604	FBgn0036915	CG7757	FBtr0074891	+	protein_coding	FALSE	FALSE
22676	chr2R	7293216	7295584	FBgn0033633	CG7759	FBtr0088134	+	protein_coding	FALSE	FALSE
53611	chr2R	7302015	7302842	FBgn0040503	CG7763	FBtr0088135	+	protein_coding	FALSE	FALSE
158989	chrX	8987645	8997741	FBgn0030087	CG7766	FBtr0309251	-	protein_coding	FALSE	FALSE
159003	chrX	8987645	8997752	FBgn0030087	CG7766	FBtr0114595	-	protein_coding	FALSE	FALSE
159016	chrX	8987645	8997752	FBgn0030087	CG7766	FBtr0071352	-	protein_coding	FALSE	FALSE
159030	chrX	8987645	8997752	FBgn0030087	CG7766	FBtr0071351	-	protein_coding	FALSE	FALSE
159044	chrX	8987645	8997741	FBgn0030087	CG7766	FBtr0309250	-	protein_coding	FALSE	FALSE
128395	chr3L	19916771	19917591	FBgn0036918	CG7770	FBtr0074894	+	protein_coding	FALSE	FALSE
91202	chr2R	7323751	7329720	FBgn0033635	CG7777	FBtr0305074	+	protein_coding	FALSE	FALSE
91210	chr2R	7323751	7329720	FBgn0033635	CG7777	FBtr0088137	+	protein_coding	FALSE	FALSE
139087	chr3L	15465297	15467210	FBgn0036496	CG7804	FBtr0332815	-	protein_coding	FALSE	FALSE
173490	chr3R	25689423	25693793	FBgn0039714	CG7816	FBtr0089924	-	protein_coding	FALSE	FALSE
173497	chr3R	25689423	25691234	FBgn0039714	CG7816	FBtr0089920	-	protein_coding	FALSE	FALSE
173503	chr3R	25689423	25692256	FBgn0039714	CG7816	FBtr0303032	-	protein_coding	FALSE	FALSE
173510	chr3R	25689423	25693539	FBgn0039714	CG7816	FBtr0089923	-	protein_coding	FALSE	FALSE
173517	chr3R	25689423	25694618	FBgn0039714	CG7816	FBtr0303033	-	protein_coding	FALSE	FALSE
173524	chr3R	25689423	25692936	FBgn0039714	CG7816	FBtr0089922	-	protein_coding	FALSE	FALSE
173531	chr3R	25689423	25694618	FBgn0039714	CG7816	FBtr0303034	-	protein_coding	FALSE	FALSE
173538	chr3R	25689423	25691898	FBgn0039714	CG7816	FBtr0089921	-	protein_coding	FALSE	FALSE
91308	chr3R	25683374	25684638	FBgn0039711	CG7824	FBtr0303035	-	protein_coding	FALSE	FALSE
151416	chr3R	25642843	25643486	FBgn0039703	CG7829	FBtr0085532	-	protein_coding	FALSE	FALSE
148693	chr3R	25627448	25628566	FBgn0039697	CG7834	FBtr0085536	-	protein_coding	FALSE	FALSE
63328	chr3L	15498539	15501352	FBgn0036502	CG7841	FBtr0075604	-	protein_coding	FALSE	FALSE
133245	chr2R	1962340	1963882	FBgn0033059	CG7845	FBtr0086023	-	protein_coding	FALSE	FALSE
36758	chr3L	1537137	1544823	FBgn0035229	CG7852	FBtr0072737	+	protein_coding	FALSE	FALSE
36774	chr3L	1537426	1544823	FBgn0035229	CG7852	FBtr0072736	+	protein_coding	FALSE	FALSE
71130	chr3L	1559813	1568608	FBgn0035235	CG7879	FBtr0072826	-	protein_coding	FALSE	FALSE
14831	chrX	19114655	19129943	FBgn0031001	CG7884	FBtr0332392	+	protein_coding	FALSE	FALSE
128701	chr3L	11048641	11052759	FBgn0036116	CG7888	FBtr0076200	+	protein_coding	FALSE	FALSE
128717	chr3L	11050259	11052759	FBgn0036116	CG7888	FBtr0076201	+	protein_coding	FALSE	FALSE
168291	chr3L	14229824	14231349	FBgn0036417	CG7906	FBtr0075741	+	protein_coding	FALSE	FALSE
98498	chr3R	17229467	17232412	FBgn0038887	CG7907	FBtr0113262	+	protein_coding	FALSE	FALSE
105858	chr3L	8103468	8106420	FBgn0027549	CG7927	FBtr0333949	+	protein_coding	FALSE	FALSE
77490	chr3R	25872644	25874387	FBgn0039741	CG7943	FBtr0085560	+	protein_coding	FALSE	FALSE
106889	chr3L	15514811	15517237	FBgn0036505	CG7945	FBtr0075600	-	protein_coding	FALSE	FALSE
114897	chr3R	25878406	25880419	FBgn0039743	CG7946	FBtr0310420	+	protein_coding	FALSE	FALSE
141575	chr3R	25882575	25883853	FBgn0260468	CG7950	FBtr0085563	+	protein_coding	FALSE	FALSE
11973	chr3R	17346667	17353419	FBgn0038890	CG7956	FBtr0301212	+	protein_coding	FALSE	FALSE
11986	chr3R	17346667	17353419	FBgn0038890	CG7956	FBtr0100124	+	protein_coding	FALSE	FALSE
11999	chr3R	17346667	17353419	FBgn0038890	CG7956	FBtr0110891	+	protein_coding	FALSE	FALSE
12024	chr3R	17346663	17353419	FBgn0038890	CG7956	FBtr0084112	+	protein_coding	FALSE	FALSE
161248	chr3L	1653005	1654112	FBgn0035252	CG7970	FBtr0072762	+	protein_coding	FALSE	FALSE
53894	chr3L	1660599	1664241	FBgn0035253	CG7971	FBtr0072808	-	protein_coding	FALSE	FALSE
53899	chr3L	1654879	1665064	FBgn0035253	CG7971	FBtr0072806	-	protein_coding	FALSE	FALSE
53911	chr3L	1654247	1665064	FBgn0035253	CG7971	FBtr0309252	-	protein_coding	FALSE	FALSE
53924	chr3L	1654247	1665064	FBgn0035253	CG7971	FBtr0303107	-	protein_coding	FALSE	FALSE
55569	chr3L	1665138	1666383	FBgn0035254	CG7974	FBtr0072763	+	protein_coding	FALSE	FALSE
35373	chr3R	10396194	10401570	FBgn0038244	CG7987	FBtr0082979	-	protein_coding	FALSE	FALSE
31297	chrX	19090091	19095810	FBgn0030997	CG7990	FBtr0074695	-	protein_coding	FALSE	FALSE
121801	chr3L	1688809	1715541	FBgn0035260	CG7991	FBtr0303103	+	protein_coding	FALSE	FALSE
159701	chr2R	12228756	12231063	FBgn0034117	CG7997	FBtr0087172	-	protein_coding	FALSE	FALSE
12041	chr3L	1756306	1759208	FBgn0035268	CG8001	FBtr0334073	+	protein_coding	FALSE	FALSE
12055	chr3L	1756306	1759208	FBgn0035268	CG8001	FBtr0334074	+	protein_coding	FALSE	FALSE
12062	chr3L	1756159	1759208	FBgn0035268	CG8001	FBtr0072774	+	protein_coding	FALSE	FALSE
64038	chr3L	10654575	10656070	FBgn0036096	CG8003	FBtr0076260	+	protein_coding	FALSE	FALSE
83555	chr3L	8191307	8192591	FBgn0035854	CG8005	FBtr0332137	+	protein_coding	FALSE	FALSE
167760	chr2R	5045412	5048940	FBgn0033387	CG8008	FBtr0088622	-	protein_coding	FALSE	FALSE
156190	chr3L	10631246	10632731	FBgn0036090	CG8009	FBtr0076254	+	protein_coding	FALSE	FALSE
53952	chr3L	8208531	8209059	FBgn0040832	CG8012	FBtr0076699	+	protein_coding	FALSE	FALSE
